id	site	country	latitude	longitude	coord_source	period	fauna_source	taxon	occurrence	geometry
47	Djebel Aruda	Syria	36.167	38	Kopp & Röllig 1994	Late Neolithic	Buitenhuis pers. comm.	Gazella	1	c(358358.651785293, 468501.004178465)
49	Dosariyah, Abu Khamis, and Ain Qannas	Saudi Arabia	26.94	49.71	CONTEXT	Late Neolithic	Zeder pers. comm.	Gazella	1	c(1534724.78118093, -481124.366019959)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Jarman 1974	Gazella	1	c(126091.239650483, 63173.5517499667)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Jarman 1974	Gazella	1	c(126091.239650483, 63173.5517499667)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Middle Palaeolithic	Vaufrey 1951; Davis 1980	Gazella	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Upper Palaeolithic	Vaufrey 1951; Davis 1980	Gazella	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951; Davis 1980	Gazella	1	c(99053.9896468004, -28735.2618986187)
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Gazella	1	c(1786629.23937371, -116963.308952731)
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Gazella	1	c(1786629.23937371, -116963.308952731)
58	Eshkaft-e Gavi	Iran	29.867	52.75	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Gazella	1	c(1786629.23937371, -116963.308952731)
63	Gat, Tel	Israel	31.4	34.5	Kopp & Röllig 1994	Bronze Age	Ducos 1968	Gazella	1	c(28655.6537723075, -56644.0190029946)
64	Gat-Govrin	Israel	31.583	34.833	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1	c(60860.3577528186, -37182.1881794052)
68	Gilf Kebir, Wadi al-Akhdar	Egypt	23.167	26	Schyle & Uerpmann 1996	Late Neolithic	Kuper 1981	Gazella	1	c(-881875.475678944, -913836.680658718)
73	Hacılar	Turkey	37.6	30.1	Pleiades	Early Neolithic	Westley 1970	Gazella	1	c(-340316.280257581, 650390.702736355)
74	Hadidi, Tell	Syria	36.265	38.151	vici:41131	Bronze Age	Clason & Buitenhuis 1978a, 1978b; Buitenhuis 1979	Gazella	1	c(371857.529630972, 479472.876764394)
75	Hagoshrim	Israel	33.221	35.624	vici:57351	Late Neolithic	Ducos 1986	Gazella	1	c(138999.031937357, 142961.135014899)
77	Halawa	Syria	35	38	Kopp & Röllig 1994	Bronze Age	Boessneck & Kokabi 1981	Gazella	1	c(359193.665860734, 339052.243621633)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Early Neolithic	Buitenhuis pers. comm.; Clason 1985	Gazella	1	c(389054.083250308, 623682.003704047)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Late Neolithic	Buitenhuis pers. comm.; Clason 1985	Gazella	1	c(389054.083250308, 623682.003704047)
84	Hili 8	UAE	24.167	55.667	Kopp & Röllig 1994	Bronze Age	Uerpmann 1987	Gazella	1	c(2180512.29539657, -696410.558317813)
85	Iblis, Tal-e	Iran	29	56	Kopp & Röllig 1994	Iron Age	Bökönyi 1967	Gazella	1	c(2114841.04987464, -158810.801203816)
87	Iǧrat al-Mihad	Egypt	28.5	33.5	Kopp & Röllig 1994	Early Neolithic	Bar-Yosef 1981	Gazella	1	c(-78827.711500429, -375668.990439082)
94	Karim Shahir	Iraq	35.564	44.957	Braidwood et al. 1983	Protoneolithic	Stampfli 1983	Gazella	1	c(988830.306470392, 427374.958944862)
96	Kerma	Sudan	19.6	30.409	vici:21329	Bronze Age	Chaix 1980; Chaix pers. comm.	Gazella	1	c(-451602.050413152, -1359636.57278935)
97	Kharga Oasis	Egypt	25.597	30.73	Pleiades	Late Neolithic	Guatier 1980	Gazella	1	c(-372366.293594943, -685126.463177492)
98	Khiam, al-	Israel	31.633	35.267	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951; Ducos 1968	Gazella	1	c(102202.820037935, -32575.1498092698)
98	Khiam, al-	Israel	31.633	35.267	Schyle & Uerpmann 1996	Early Neolithic	Vaufrey 1951; Ducos 1968	Gazella	1	c(102202.820037935, -32575.1498092698)
103	Labweh, Tell	Lebanon	34.187	36.358	vici:57360	Early Neolithic	Bökönyi 1978	Gazella	1	c(208465.883543934, 249154.981734128)
104	Lachish	Israel	31.585	34.854	Pleiades	Bronze Age	Lerna 1975	Gazella	1	c(62860.6511106271, -37009.9044258414)
104	Lachish	Israel	31.585	34.854	Pleiades	Iron Age	Lerna 1975	Gazella	1	c(62860.6511106271, -37009.9044258414)
104	Lachish	Israel	31.585	34.854	Pleiades	Hellenistic	Lerna 1975	Gazella	1	c(62860.6511106271, -37009.9044258414)
108	Malyan	Iran	29.99	52.52	CONTEXT	Bronze Age	Zeder 1984, 1986	Gazella	1	c(1762544.89068789, -106811.593577871)
108	Malyan	Iran	29.99	52.52	CONTEXT	Iron Age	Zeder 1984, 1986	Gazella	1	c(1762544.89068789, -106811.593577871)
109	Matarrah	Iraq	35.18	44.4	CONTEXT	Late Neolithic	Stampfli 1983	Gazella	1	c(941455.431637742, 381221.216720864)
113	Metzer	Israel	32.417	35	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1	c(78881.7994125667, 54948.4567198391)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Ducos 1968	Gazella	1	c(126091.239650483, 63173.5517499667)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1	c(126091.239650483, 63173.5517499667)
116	Mureybit	Syria	36.083	38.083	CONTEXT	Protoneolithic	Ducos 1978	Gazella	1	c(365893.894936156, 459232.117894372)
118	Nagila, Tel	Israel	28.698	33.83	Pleiades	Bronze Age	Ducos 1968	Gazella	1	c(-45600.3960236334, -354815.63591198)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Epipalaeolithic	Ducos 1968; Noy, Legge & Higgs 1973	Gazella	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Protoneolithic	Ducos 1968; Noy, Legge & Higgs 1973	Gazella	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Early Neolithic	Ducos 1968; Noy, Legge & Higgs 1973	Gazella	1	c(76853.2323693437, 88614.9073553353)
123	Nahr al-Homr	Syria	36.2	38.067	Schyle & Uerpmann 1996	Epipalaeolithic	Clason & Buitenhuis 1978, pers. comm.	Gazella	1	c(364360.537745585, 472203.511672425)
133	Qantir	Egypt	30.786	31.823	Pleiades	Bronze Age	Boessneck & von den Driesch 1982	Gazella	1	c(-229761.21770321, -114125.237577329)
135	Qitar, al-	Syria	36.384	38.18	vici:41135	Bronze Age	Buitenhuis pers. comm.	Gazella	1	c(374354.711954309, 492699.102580753)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Upper Palaeolithic	Garrard in Saxon 1976	Gazella	1	c(86990.0718650762, 80614.7482903585)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Epipalaeolithic	Garrard in Saxon 1976	Gazella	1	c(86990.0718650762, 80614.7482903585)
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Epipalaeolithic	Turnbull in press	Gazella	1	c(119386.201792239, -212428.32751184)
140	Ras en-Naqb	Jordan	30.017	35.483	Schyle 1992	Late Neolithic	Turnbull in press	Gazella	1	c(119386.201792239, -212428.32751184)
141	Ras Ghanada	UAE	24	54	Kopp & Röllig 1994	Bronze Age	Uerpmann 1987	Gazella	1	c(2014100.29806549, -744654.311741258)
147	Sahba	Israel	31.583	35.217	Tomsky 1991	Middle Palaeolithic	Vaufrey 1951	Gazella	1	c(97338.1780889063, -38023.9398533746)
149	Sawwan, Tell es-	Iraq	34.122	43.905	vici:21265	Late Neolithic	Bökönyi 1978	Gazella	1	c(904109.055185071, 261107.425727652)
156	Siahbid	Iran	34.25	47	Kopp & Röllig 1994	Late Neolithic	Bökönyi 1977	Gazella	1	c(1187255.25678295, 298159.906137472)
157	Sialk	Iran	34	54	Kopp & Röllig 1994	Late Neolithic	Vaufrey 1939; Uerpmann 1987	Gazella	1	c(1830795.37850637, 354674.400591425)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Early Neolithic	Clason 1980	Gazella	1	c(379564.418516441, 440923.68081015)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Protoneolithic	Clason 1980	Gazella	1	c(379564.418516441, 440923.68081015)
159	Sinn, Tell es-	Syria	35.917	38.233	Gebel 1984	Late Neolithic	Clason 1980	Gazella	1	c(379564.418516441, 440923.68081015)
163	Skhul	Israel	32	34.5	Kopp & Röllig 1994	Middle Palaeolithic	Bate 1937	Gazella	1	c(30538.60063779, 9917.36011700606)
165	Sweyhat	Syria	36.274	38.254	vici:21267	Bronze Age	Buitenhuis pers. comm.	Gazella	1	c(381104.171829691, 480549.846712493)
166	Ta'as	Syria	36	38	Kopp & Röllig 1994	Byzantine	Clason & Buitenhuis 1978	Gazella	1	c(358478.176644381, 449972.055353865)
166	Ta'as	Syria	36	38	Kopp & Röllig 1994	Islamic	Clason & Buitenhuis 1978	Gazella	1	c(358478.176644381, 449972.055353865)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Lower Palaeolithic	Bate 1937	Gazella	1	c(98781.2163103981, -41717.8739641996)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Middle Palaeolithic	Bate 1937	Gazella	1	c(98781.2163103981, -41717.8739641996)
168	Taibé, at-Tayyiba	Syria	32.567	36.267	Schyle & Uerpmann 1996	Epipalaeolithic	Ducos 1968	Gazella	1	c(198149.814955169, 69592.6464056532)
171	Tel-Aviv (Jabotinsky Road)	Israel	32	34.5	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1	c(30538.60063779, 9917.36011700606)
173	Tor Abou Sif	Israel	31.567	35.217	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951	Gazella	1	c(97300.5929275356, -39799.3782852608)
176	Turmus, Tel	Israel	31.725	34.773	vici:57419	Late Neolithic	Ducos 1968	Gazella	1	c(55563.9641333819, -21283.6388986804)
178	Umm az-Zaituna (ez-Zoueitina)	Israel	31.567	35.217	Gebel 1984	Epipalaeolithic	Vaufrey 1951	Gazella	1	c(97300.5929275356, -39799.3782852608)
179	Umm Dabagiyah	Iraq	35.5	42.5	Kopp & Röllig 1994	Early Neolithic	Bökönyi 1978	Gazella	1	c(766946.285458252, 406199.429251299)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Upper Palaeolithic	Bate 1937; Uerpmann 1987	Gazella	1	c(76722.2667550283, 83070.6358973941)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Epipalaeolithic	Bate 1937; Uerpmann 1987	Gazella	1	c(76722.2667550283, 83070.6358973941)
182	Wadi Dhobai, site K	Jordan	36.414	31.508	Garrard & Byrd 2013	Epipalaeolithic	Bate 1938	Gazella	1	c(-223748.080122738, 510852.481303815)
183	Wadi Gaza	Israel	31	34	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Gazella	1	c(-20408.4225063444, -99564.63157159)
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Upper Palaeolithic	Gautier 1968	Gazella	1	c(-377642.95843646, -1204550.15133398)
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Epipalaeolithic	Gautier 1968	Gazella	1	c(-377642.95843646, -1204550.15133398)
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Protoneolithic	Gautier 1968	Gazella	1	c(-377642.95843646, -1204550.15133398)
184	Wadi Halfa Area	Sudan	21	31	Kopp & Röllig 1994	Early Neolithic	Gautier 1968	Gazella	1	c(-377642.95843646, -1204550.15133398)
